,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
3,2022-08-26,18:30,Serie A,Matchweek 3,Fri,Away,W,2,1,Monza,1.7,1.5,44.0,9955.0,Roberto Pereyra,3-5-2,Marco Di Bello,Match Report,,15.0,4.0,13.8,1.0,0,0,2022,Udinese
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,W,1,0,Fiorentina,1.3,0.7,27.0,19684.0,Roberto Pereyra,3-5-2,Maurizio Mariani,Match Report,,8.0,3.0,18.0,0.0,0,0,2022,Udinese
5,2022-09-04,20:45,Serie A,Matchweek 5,Sun,Home,W,4,0,Roma,1.2,0.8,43.0,24108.0,Roberto Pereyra,3-5-2,Fabio Maresca,Match Report,,11.0,5.0,18.2,1.0,0,0,2022,Udinese
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Away,W,3,1,Sassuolo,2.1,0.5,67.0,8694.0,Roberto Pereyra,3-5-2,Giacomo Camplone,Match Report,,17.0,4.0,18.8,2.0,0,0,2022,Udinese
7,2022-09-18,12:30,Serie A,Matchweek 7,Sun,Home,W,3,1,Inter,1.6,1.1,44.0,22475.0,Roberto Pereyra,3-5-2,Paolo Valeri,Match Report,,20.0,6.0,18.4,2.0,0,0,2022,Udinese
8,2022-10-03,20:45,Serie A,Matchweek 8,Mon,Away,W,2,1,Hellas Verona,1.8,0.3,68.0,15352.0,Roberto Pereyra,3-5-2,Daniele Minelli,Match Report,,21.0,8.0,17.9,0.0,0,0,2022,Udinese
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Home,D,2,2,Atalanta,1.0,2.1,59.0,24671.0,Roberto Pereyra,3-5-2,Daniele Doveri,Match Report,,10.0,2.0,17.8,2.0,0,0,2022,Udinese
10,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Away,D,0,0,Lazio,0.9,0.8,46.0,45000.0,Roberto Pereyra,3-5-2,Andrea Colombo,Match Report,,12.0,2.0,16.9,1.0,0,0,2022,Udinese
12,2022-10-23,12:30,Serie A,Matchweek 11,Sun,Home,L,1,2,Torino,2.0,1.5,56.0,20711.0,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,15.0,4.0,17.2,0.0,0,0,2022,Udinese
13,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Away,D,0,0,Cremonese,1.0,0.7,58.0,12810.0,Roberto Pereyra,3-5-2,Massimiliano Irrati,Match Report,,13.0,3.0,18.5,1.0,0,0,2022,Udinese
14,2022-11-04,20:45,Serie A,Matchweek 13,Fri,Home,D,1,1,Lecce,1.7,0.7,57.0,21834.0,Roberto Pereyra,3-5-2,Francesco Fourneau,Match Report,,16.0,5.0,19.4,0.0,0,0,2022,Udinese
15,2022-11-08,18:30,Serie A,Matchweek 14,Tue,Away,D,1,1,Spezia,0.6,2.0,51.0,6900.0,Roberto Pereyra,3-5-2,Marco Piccinini,Match Report,,10.0,2.0,21.5,0.0,0,0,2022,Udinese
16,2022-11-12,15:00,Serie A,Matchweek 15,Sat,Away,L,2,3,Napoli,0.7,1.5,37.0,51000.0,Roberto Pereyra,3-5-2,Giovanni Ayroldi,Match Report,,10.0,4.0,19.6,1.0,0,0,2022,Udinese
17,2023-01-04,20:45,Serie A,Matchweek 16,Wed,Home,D,1,1,Empoli,1.9,0.4,60.0,19237.0,Roberto Pereyra,3-5-2,Marco Serra,Match Report,,21.0,3.0,19.9,1.0,0,0,2022,Udinese
18,2023-01-07,18:00,Serie A,Matchweek 17,Sat,Away,L,0,1,Juventus,0.5,2.4,49.0,39536.0,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,11.0,3.0,21.6,0.0,0,0,2022,Udinese
19,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Home,L,1,2,Bologna,1.9,2.0,51.0,20486.0,Roberto Pereyra,3-5-2,Manuel Volpi,Match Report,,20.0,4.0,15.1,1.0,0,0,2022,Udinese
20,2023-01-22,12:30,Serie A,Matchweek 19,Sun,Away,W,1,0,Sampdoria,1.3,1.3,46.0,18642.0,Rodrigo Becão,3-5-2,Maurizio Mariani,Match Report,,14.0,5.0,16.2,1.0,0,0,2022,Udinese
21,2023-01-30,20:45,Serie A,Matchweek 20,Mon,Home,D,1,1,Hellas Verona,1.8,0.8,55.0,17276.0,Rodrigo Becão,3-5-2,Luca Pairetto,Match Report,,26.0,7.0,18.9,3.0,0,0,2022,Udinese
22,2023-02-05,15:00,Serie A,Matchweek 21,Sun,Away,L,0,1,Torino,0.5,1.7,44.0,16820.0,Rodrigo Becão,3-5-2,Alessandro Prontera,Match Report,,11.0,3.0,22.3,0.0,0,0,2022,Udinese
23,2023-02-12,12:30,Serie A,Matchweek 22,Sun,Home,D,2,2,Sassuolo,1.6,0.7,47.0,20912.0,Rodrigo Becão,3-5-1-1,Ivan Pezzuto,Match Report,,17.0,7.0,16.2,0.0,0,0,2022,Udinese
24,2023-02-18,20:45,Serie A,Matchweek 23,Sat,Away,L,1,3,Inter,0.8,2.7,41.0,71248.0,Roberto Pereyra,3-5-2,Federico Dionisi,Match Report,,9.0,1.0,19.0,0.0,0,0,2022,Udinese
25,2023-02-26,18:00,Serie A,Matchweek 24,Sun,Home,D,2,2,Spezia,2.5,2.5,49.0,20710.0,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,15.0,6.0,17.5,1.0,0,0,2022,Udinese
26,2023-03-04,18:00,Serie A,Matchweek 25,Sat,Away,D,0,0,Atalanta,0.3,1.4,33.0,18475.0,Rodrigo Becão,3-5-2,Davide Ghersini,Match Report,,5.0,1.0,17.6,0.0,0,0,2022,Udinese
27,2023-03-11,15:00,Serie A,Matchweek 26,Sat,Away,W,1,0,Empoli,1.4,1.2,39.0,7465.0,Roberto Pereyra,3-5-2,Francesco Cosso,Match Report,,14.0,3.0,14.9,1.0,0,0,2022,Udinese
28,2023-03-18,20:45,Serie A,Matchweek 27,Sat,Home,W,3,1,Milan,1.8,1.5,36.0,24992.0,Roberto Pereyra,3-5-2,Daniele Doveri,Match Report,,14.0,5.0,19.2,0.0,0,0,2022,Udinese
29,2023-04-02,12:30,Serie A,Matchweek 28,Sun,Away,L,0,3,Bologna,0.8,0.7,48.0,25562.0,Roberto Pereyra,3-5-2,Maria Sole Ferrieri Caputi,Match Report,,15.0,4.0,17.2,2.0,0,0,2022,Udinese
30,2023-04-08,12:30,Serie A,Matchweek 29,Sat,Home,D,2,2,Monza,1.8,1.1,41.0,22658.0,Rodrigo Becão,3-5-2,Luca Massimi,Match Report,,13.0,4.0,25.1,0.0,1,1,2022,Udinese
31,2023-04-16,20:45,Serie A,Matchweek 30,Sun,Away,L,0,3,Roma,1.2,2.5,58.0,61015.0,Rodrigo Becão,3-5-2,Antonio Giua,Match Report,,9.0,1.0,24.2,1.0,0,1,2022,Udinese
32,2023-04-23,15:00,Serie A,Matchweek 31,Sun,Home,W,3,0,Cremonese,1.6,0.9,48.0,23455.0,Roberto Pereyra,3-5-1-1,Francesco Fourneau,Match Report,,17.0,8.0,17.8,0.0,0,0,2022,Udinese
33,2023-04-28,18:30,Serie A,Matchweek 32,Fri,Away,L,0,1,Lecce,0.7,2.0,61.0,23069.0,Roberto Pereyra,3-5-1-1,Matteo Marchetti,Match Report,,10.0,3.0,16.0,0.0,0,0,2022,Udinese
34,2023-05-04,20:45,Serie A,Matchweek 33,Thu,Home,D,1,1,Napoli,0.3,0.5,36.0,24911.0,Roberto Pereyra,3-5-1-1,Rosario Abisso,Match Report,,7.0,3.0,20.1,0.0,0,0,2022,Udinese
35,2023-05-08,18:30,Serie A,Matchweek 34,Mon,Home,W,2,0,Sampdoria,1.0,0.9,46.0,20430.0,Roberto Pereyra,3-5-2,Niccolò Baroni,Match Report,,13.0,6.0,18.4,0.0,0,0,2022,Udinese
36,2023-05-14,15:00,Serie A,Matchweek 35,Sun,Away,L,0,2,Fiorentina,0.3,2.1,55.0,27383.0,Roberto Pereyra,3-5-1-1,Daniele Paterna,Match Report,,5.0,1.0,18.3,0.0,0,0,2022,Udinese
37,2023-05-21,20:45,Serie A,Matchweek 36,Sun,Home,L,0,1,Lazio,0.5,2.0,40.0,21834.0,Roberto Pereyra,3-5-1-1,Luca Pairetto,Match Report,,12.0,2.0,24.3,0.0,0,0,2022,Udinese
38,2023-05-27,15:00,Serie A,Matchweek 37,Sat,Away,L,2,3,Salernitana,2.3,1.2,52.0,27035.0,Roberto Pereyra,3-5-1-1,Niccolò Baroni,Match Report,,10.0,4.0,17.9,0.0,0,0,2022,Udinese
39,2023-06-04,21:00,Serie A,Matchweek 38,Sun,Home,L,0,1,Juventus,0.8,1.3,43.0,23266.0,Roberto Pereyra,3-4-3,Marco Guida,Match Report,,13.0,3.0,22.9,0.0,0,0,2022,Udinese
1,2022-08-15,20:45,Serie A,Matchweek 1,Mon,Away,L,0,3,Juventus,0.9,2.0,58.0,38725.0,Gian Marco Ferrari,4-3-3,Antonio Rapuano,Match Report,,19.0,7.0,23.5,0.0,0,0,2022,Sassuolo
2,2022-08-20,20:45,Serie A,Matchweek 2,Sat,Home,W,1,0,Lecce,0.6,0.5,59.0,9219.0,Gian Marco Ferrari,4-3-3,Andrea Colombo,Match Report,,12.0,3.0,20.7,2.0,0,0,2022,Sassuolo
3,2022-08-27,20:45,Serie A,Matchweek 3,Sat,Away,D,2,2,Spezia,2.8,1.2,57.0,6500.0,Gian Marco Ferrari,4-3-3,Francesco Cosso,Match Report,,21.0,8.0,13.2,0.0,0,0,2022,Sassuolo
4,2022-08-30,18:30,Serie A,Matchweek 4,Tue,Home,D,0,0,Milan,1.1,0.7,38.0,18053.0,Gian Marco Ferrari,4-3-3,Giovanni Ayroldi,Match Report,,7.0,2.0,21.2,0.0,0,1,2022,Sassuolo
5,2022-09-04,12:30,Serie A,Matchweek 5,Sun,Away,D,0,0,Cremonese,1.5,0.4,54.0,9105.0,Gian Marco Ferrari,4-3-3,Luca Pairetto,Match Report,,17.0,7.0,15.2,2.0,0,0,2022,Sassuolo
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Home,L,1,3,Udinese,0.5,2.1,33.0,8694.0,Gian Marco Ferrari,4-3-3,Giacomo Camplone,Match Report,,5.0,2.0,17.5,1.0,0,0,2022,Sassuolo
7,2022-09-17,20:45,Serie A,Matchweek 7,Sat,Away,W,1,0,Torino,0.4,0.7,43.0,14822.0,Gian Marco Ferrari,4-3-3,Niccolò Baroni,Match Report,,10.0,5.0,19.9,1.0,0,0,2022,Sassuolo
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Home,W,5,0,Salernitana,3.2,0.5,44.0,15786.0,Gian Marco Ferrari,4-3-3,Maria Sole Ferrieri Caputi,Match Report,,16.0,10.0,18.0,0.0,1,1,2022,Sassuolo
9,2022-10-08,15:00,Serie A,Matchweek 9,Sat,Home,L,1,2,Inter,1.2,2.3,52.0,17574.0,Gian Marco Ferrari,4-3-3,Simone Sozza,Match Report,,15.0,3.0,14.5,0.0,0,0,2022,Sassuolo
10,2022-10-15,20:45,Serie A,Matchweek 10,Sat,Away,L,1,2,Atalanta,0.8,2.5,52.0,17772.0,Gian Marco Ferrari,4-3-3,Matteo Marcenaro,Match Report,,11.0,3.0,16.8,0.0,0,0,2022,Sassuolo
11,2022-10-24,20:45,Serie A,Matchweek 11,Mon,Home,W,2,1,Hellas Verona,1.5,1.4,51.0,11368.0,Andrea Consigli,4-3-3,Alberto Santoro,Match Report,,14.0,3.0,15.3,1.0,0,0,2022,Sassuolo
12,2022-10-29,15:00,Serie A,Matchweek 12,Sat,Away,L,0,4,Napoli,1.0,2.1,33.0,45000.0,Gian Marco Ferrari,4-3-3,Antonio Rapuano,Match Report,,10.0,6.0,19.9,0.0,0,0,2022,Sassuolo
13,2022-11-05,15:00,Serie A,Matchweek 13,Sat,Away,L,0,1,Empoli,0.6,1.2,53.0,7834.0,Gian Marco Ferrari,4-3-3,Ermanno Feliciani,Match Report,,10.0,3.0,19.2,1.0,0,0,2022,Sassuolo
14,2022-11-09,18:30,Serie A,Matchweek 14,Wed,Home,D,1,1,Roma,1.2,0.7,46.0,16665.0,Gian Marco Ferrari,4-3-3,Giovanni Ayroldi,Match Report,,15.0,7.0,21.1,0.0,0,0,2022,Sassuolo
15,2022-11-12,20:45,Serie A,Matchweek 15,Sat,Away,L,0,3,Bologna,0.8,0.8,49.0,20811.0,Gian Marco Ferrari,4-3-3,Ivan Pezzuto,Match Report,,9.0,3.0,18.3,1.0,0,0,2022,Sassuolo
16,2023-01-04,12:30,Serie A,Matchweek 16,Wed,Home,L,1,2,Sampdoria,1.8,1.3,67.0,8000.0,Gian Marco Ferrari,4-3-3,Fabio Maresca,Match Report,,15.0,3.0,20.1,0.0,1,1,2022,Sassuolo
17,2023-01-07,15:00,Serie A,Matchweek 17,Sat,Away,L,1,2,Fiorentina,1.6,2.2,47.0,29695.0,Gian Marco Ferrari,4-3-3,Gianluca Manganiello,Match Report,,15.0,3.0,20.4,1.0,1,1,2022,Sassuolo
18,2023-01-15,12:30,Serie A,Matchweek 18,Sun,Home,L,0,2,Lazio,0.7,2.7,50.0,10000.0,Domenico Berardi,4-2-3-1,Luca Pairetto,Match Report,,12.0,2.0,16.2,0.0,0,0,2022,Sassuolo
19,2023-01-22,15:00,Serie A,Matchweek 19,Sun,Away,D,1,1,Monza,1.5,1.5,39.0,10200.0,Gian Marco Ferrari,4-2-3-1,Alessandro Prontera,Match Report,,13.0,1.0,19.6,0.0,0,0,2022,Sassuolo
20,2023-01-29,12:30,Serie A,Matchweek 20,Sun,Away,W,5,2,Milan,2.2,0.6,40.0,70428.0,Andrea Consigli,4-2-3-1,Antonio Giua,Match Report,,8.0,6.0,17.5,0.0,1,1,2022,Sassuolo
21,2023-02-04,20:45,Serie A,Matchweek 21,Sat,Home,W,1,0,Atalanta,1.3,0.5,53.0,12611.0,Andrea Consigli,4-3-3,Matteo Marcenaro,Match Report,,18.0,8.0,21.4,2.0,0,0,2022,Sassuolo
22,2023-02-12,12:30,Serie A,Matchweek 22,Sun,Away,D,2,2,Udinese,0.7,1.6,53.0,20912.0,Andrea Consigli,4-3-3,Ivan Pezzuto,Match Report,,6.0,1.0,13.4,0.0,0,0,2022,Sassuolo
23,2023-02-17,20:45,Serie A,Matchweek 23,Fri,Home,L,0,2,Napoli,0.8,1.6,40.0,15911.0,Andrea Consigli,4-3-3,Andrea Colombo,Match Report,,11.0,2.0,16.5,1.0,0,0,2022,Sassuolo
24,2023-02-25,20:45,Serie A,Matchweek 24,Sat,Away,W,1,0,Lecce,1.1,1.2,58.0,23760.0,Andrea Consigli,4-3-3,Niccolò Baroni,Match Report,,7.0,3.0,13.3,1.0,0,0,2022,Sassuolo
25,2023-03-06,18:30,Serie A,Matchweek 25,Mon,Home,W,3,2,Cremonese,1.0,1.2,54.0,11587.0,Andrea Consigli,4-3-3,Francesco Fourneau,Match Report,,13.0,7.0,19.7,1.0,0,0,2022,Sassuolo
26,2023-03-12,18:00,Serie A,Matchweek 26,Sun,Away,W,4,3,Roma,3.5,1.5,46.0,60816.0,Gian Marco Ferrari,4-3-3,Michael Fabbri,Match Report,,18.0,9.0,17.1,2.0,1,1,2022,Sassuolo
27,2023-03-17,18:30,Serie A,Matchweek 27,Fri,Home,W,1,0,Spezia,2.0,0.7,45.0,11152.0,Gian Marco Ferrari,4-3-3,Davide Ghersini,Match Report,,14.0,5.0,21.3,0.0,1,1,2022,Sassuolo
28,2023-04-03,20:45,Serie A,Matchweek 28,Mon,Home,D,1,1,Torino,1.1,1.7,48.0,12896.0,Gian Marco Ferrari,4-3-3,Ivan Pezzuto,Match Report,,12.0,4.0,19.8,1.0,0,0,2022,Sassuolo
29,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Away,L,1,2,Hellas Verona,1.8,0.5,60.0,23660.0,Andrea Consigli,4-3-3,Francesco Fourneau,Match Report,,17.0,5.0,16.0,0.0,0,0,2022,Sassuolo
30,2023-04-16,18:00,Serie A,Matchweek 30,Sun,Home,W,1,0,Juventus,0.9,1.1,41.0,19566.0,Andrea Consigli,4-3-3,Antonio Rapuano,Match Report,,11.0,4.0,15.0,0.0,0,0,2022,Sassuolo
31,2023-04-22,15:00,Serie A,Matchweek 31,Sat,Away,L,0,3,Salernitana,0.7,1.3,53.0,23060.0,Gian Marco Ferrari,4-3-3,Giacomo Camplone,Match Report,,11.0,2.0,17.7,1.0,0,0,2022,Sassuolo
32,2023-04-30,15:00,Serie A,Matchweek 32,Sun,Home,W,2,1,Empoli,1.8,0.4,57.0,10267.0,Andrea Consigli,4-3-3,Federico Dionisi,Match Report,,12.0,3.0,16.3,0.0,1,1,2022,Sassuolo
33,2023-05-03,21:00,Serie A,Matchweek 33,Wed,Away,L,0,2,Lazio,0.9,1.9,52.0,35000.0,Gian Marco Ferrari,4-3-3,Massimiliano Irrati,Match Report,,13.0,2.0,16.8,1.0,0,0,2022,Sassuolo
34,2023-05-08,20:45,Serie A,Matchweek 34,Mon,Home,D,1,1,Bologna,0.3,0.5,48.0,13664.0,Andrea Consigli,4-3-3,Maria Sole Ferrieri Caputi,Match Report,,6.0,2.0,20.8,0.0,0,0,2022,Sassuolo
35,2023-05-13,20:45,Serie A,Matchweek 35,Sat,Away,L,2,4,Inter,2.3,1.4,49.0,71246.0,Andrea Consigli,4-3-3,Matteo Marcenaro,Match Report,,16.0,5.0,17.2,0.0,0,0,2022,Sassuolo
36,2023-05-19,20:45,Serie A,Matchweek 36,Fri,Home,L,1,2,Monza,1.6,1.6,44.0,11745.0,Andrea Consigli,4-3-3,Alberto Santoro,Match Report,,12.0,3.0,18.7,0.0,1,1,2022,Sassuolo
37,2023-05-26,20:45,Serie A,Matchweek 37,Fri,Away,D,2,2,Sampdoria,2.9,2.2,52.0,18430.0,Gian Marco Ferrari,4-3-3,Francesco Meraviglia,Match Report,,22.0,8.0,15.8,0.0,0,0,2022,Sassuolo
38,2023-06-02,20:30,Serie A,Matchweek 38,Fri,Home,L,1,3,Fiorentina,1.1,1.6,51.0,12456.0,Gian Marco Ferrari,4-3-3,Matteo Marchetti,Match Report,,4.0,1.0,17.1,0.0,1,1,2022,Sassuolo
1,2022-08-14,20:45,Serie A,Matchweek 1,Sun,Away,L,0,1,Spezia,0.7,0.5,59.0,8360.0,Filippo Bandinelli,4-3-1-2,Daniele Chiffi,Match Report,,18.0,5.0,23.4,1.0,0,0,2022,Empoli
2,2022-08-21,18:30,Serie A,Matchweek 2,Sun,Home,D,0,0,Fiorentina,0.4,0.7,37.0,10411.0,Filippo Bandinelli,4-3-1-2,Matteo Marchetti,Match Report,,4.0,2.0,13.7,0.0,0,0,2022,Empoli
3,2022-08-28,20:45,Serie A,Matchweek 3,Sun,Away,D,1,1,Lecce,0.4,0.9,59.0,23941.0,Filippo Bandinelli,4-3-1-2,Alberto Santoro,Match Report,,9.0,3.0,23.2,1.0,0,0,2022,Empoli
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,D,1,1,Hellas Verona,1.1,0.6,52.0,7269.0,Filippo Bandinelli,4-3-1-2,Marco Serra,Match Report,,16.0,4.0,23.0,1.0,0,0,2022,Empoli
5,2022-09-05,18:30,Serie A,Matchweek 5,Mon,Away,D,2,2,Salernitana,0.9,1.3,49.0,18173.0,Sebastiano Luperto,4-3-1-2,Rosario Abisso,Match Report,,11.0,5.0,16.7,0.0,0,0,2022,Empoli
6,2022-09-12,20:45,Serie A,Matchweek 6,Mon,Home,L,1,2,Roma,1.1,3.0,52.0,4560.0,Filippo Bandinelli,4-3-1-2,Livio Marinelli,Match Report,,20.0,3.0,18.7,1.0,0,0,2022,Empoli
7,2022-09-17,15:00,Serie A,Matchweek 7,Sat,Away,W,1,0,Bologna,1.6,1.6,39.0,15670.0,Filippo Bandinelli,4-3-1-2,Manuel Volpi,Match Report,,12.0,5.0,16.1,0.0,0,0,2022,Empoli
8,2022-10-01,20:45,Serie A,Matchweek 8,Sat,Home,L,1,3,Milan,1.1,2.3,43.0,15497.0,Sebastiano Luperto,4-3-1-2,Gianluca Aureliano,Match Report,,16.0,4.0,17.3,1.0,0,0,2022,Empoli
9,2022-10-09,12:30,Serie A,Matchweek 9,Sun,Away,D,1,1,Torino,0.2,2.4,34.0,16793.0,Filippo Bandinelli,4-3-1-2,Francesco Fourneau,Match Report,,6.0,2.0,27.1,0.0,0,0,2022,Empoli
10,2022-10-15,15:00,Serie A,Matchweek 10,Sat,Home,W,1,0,Monza,1.8,1.3,36.0,7258.0,Filippo Bandinelli,4-3-1-2,Antonio Rapuano,Match Report,,11.0,5.0,11.8,0.0,0,0,2022,Empoli
11,2022-10-21,20:45,Serie A,Matchweek 11,Fri,Away,L,0,4,Juventus,0.7,3.5,58.0,37771.0,Filippo Bandinelli,4-3-1-2,Michael Fabbri,Match Report,,12.0,4.0,20.0,1.0,0,0,2022,Empoli
12,2022-10-30,12:30,Serie A,Matchweek 12,Sun,Home,L,0,2,Atalanta,0.8,3.0,53.0,8740.0,Filippo Bandinelli,4-3-3,Giovanni Ayroldi,Match Report,,13.0,3.0,19.6,1.0,0,0,2022,Empoli
13,2022-11-05,15:00,Serie A,Matchweek 13,Sat,Home,W,1,0,Sassuolo,1.2,0.6,47.0,7834.0,Filippo Bandinelli,4-3-1-2,Ermanno Feliciani,Match Report,,17.0,1.0,17.2,0.0,0,0,2022,Empoli
14,2022-11-08,18:30,Serie A,Matchweek 14,Tue,Away,L,0,2,Napoli,0.3,2.0,26.0,36000.0,Filippo Bandinelli,4-3-1-2,Luca Pairetto,Match Report,,6.0,1.0,23.4,0.0,0,0,2022,Empoli
15,2022-11-11,20:45,Serie A,Matchweek 15,Fri,Home,W,2,0,Cremonese,2.2,1.3,49.0,8077.0,Filippo Bandinelli,4-1-2-1-2◆,Federico Dionisi,Match Report,,13.0,6.0,15.9,1.0,0,0,2022,Empoli
16,2023-01-04,20:45,Serie A,Matchweek 16,Wed,Away,D,1,1,Udinese,0.4,1.9,40.0,19237.0,Sebastiano Luperto,4-3-1-2,Marco Serra,Match Report,,6.0,1.0,17.4,0.0,0,0,2022,Empoli
17,2023-01-08,15:00,Serie A,Matchweek 17,Sun,Away,D,2,2,Lazio,0.6,0.9,46.0,31000.0,Sebastiano Luperto,4-3-2-1,Ivan Pezzuto,Match Report,,5.0,2.0,13.4,0.0,0,0,2022,Empoli
18,2023-01-16,20:45,Serie A,Matchweek 18,Mon,Home,W,1,0,Sampdoria,1.4,0.9,50.0,10364.0,Filippo Bandinelli,4-3-1-2,Alberto Santoro,Match Report,,16.0,5.0,14.3,0.0,0,0,2022,Empoli
19,2023-01-23,20:45,Serie A,Matchweek 19,Mon,Away,W,1,0,Inter,0.8,1.4,51.0,65476.0,Filippo Bandinelli,4-3-1-2,Antonio Rapuano,Match Report,,13.0,8.0,18.3,1.0,0,0,2022,Empoli
20,2023-01-28,15:00,Serie A,Matchweek 20,Sat,Home,D,2,2,Torino,0.6,1.0,47.0,8029.0,Filippo Bandinelli,4-3-1-2,Matteo Marcenaro,Match Report,,11.0,4.0,21.2,1.0,0,0,2022,Empoli
21,2023-02-04,18:00,Serie A,Matchweek 21,Sat,Away,L,0,2,Roma,1.7,1.2,55.0,60908.0,Filippo Bandinelli,4-3-1-2,Federico Dionisi,Match Report,,11.0,2.0,18.9,1.0,0,0,2022,Empoli
22,2023-02-11,15:00,Serie A,Matchweek 22,Sat,Home,D,2,2,Spezia,1.6,1.5,64.0,7871.0,Filippo Bandinelli,4-3-1-2,Antonio Giua,Match Report,,25.0,8.0,18.6,0.0,0,0,2022,Empoli
23,2023-02-19,15:00,Serie A,Matchweek 23,Sun,Away,D,1,1,Fiorentina,0.8,2.2,39.0,29663.0,Filippo Bandinelli,4-3-1-2,Alessandro Prontera,Match Report,,5.0,3.0,15.9,0.0,0,0,2022,Empoli
24,2023-02-25,18:00,Serie A,Matchweek 24,Sat,Home,L,0,2,Napoli,0.6,2.5,45.0,12624.0,Sebastiano Luperto,4-3-1-2,Giovanni Ayroldi,Match Report,,9.0,2.0,24.0,1.0,0,0,2022,Empoli
25,2023-03-04,15:00,Serie A,Matchweek 25,Sat,Away,L,1,2,Monza,1.0,0.7,57.0,10601.0,Filippo Bandinelli,4-3-1-2,Ermanno Feliciani,Match Report,,18.0,3.0,20.6,0.0,0,0,2022,Empoli
26,2023-03-11,15:00,Serie A,Matchweek 26,Sat,Home,L,0,1,Udinese,1.2,1.4,61.0,7465.0,Filippo Bandinelli,4-3-1-2,Francesco Cosso,Match Report,,17.0,3.0,17.6,1.0,0,0,2022,Empoli
27,2023-03-17,20:45,Serie A,Matchweek 27,Fri,Away,L,1,2,Atalanta,0.7,2.9,31.0,17864.0,Sebastiano Luperto,4-3-1-2,Federico Dionisi,Match Report,,5.0,2.0,10.1,0.0,0,0,2022,Empoli
28,2023-04-03,18:30,Serie A,Matchweek 28,Mon,Home,W,1,0,Lecce,1.7,0.2,53.0,8844.0,Filippo Bandinelli,4-3-1-2,Michael Fabbri,Match Report,,13.0,6.0,23.7,3.0,1,1,2022,Empoli
29,2023-04-07,21:00,Serie A,Matchweek 29,Fri,Away,D,0,0,Milan,0.1,1.9,30.0,70286.0,Filippo Bandinelli,4-3-1-2,Matteo Marcenaro,Match Report,,2.0,1.0,17.3,0.0,0,0,2022,Empoli
30,2023-04-14,18:30,Serie A,Matchweek 30,Fri,Away,L,0,1,Cremonese,1.2,1.2,68.0,8966.0,Filippo Bandinelli,4-3-1-2,Luca Zufferli,Match Report,,15.0,1.0,17.0,0.0,0,0,2022,Empoli
31,2023-04-23,12:30,Serie A,Matchweek 31,Sun,Home,L,0,3,Inter,0.9,1.1,40.0,15337.0,Filippo Bandinelli,4-3-1-2,Livio Marinelli,Match Report,,11.0,3.0,17.0,0.0,0,0,2022,Empoli
32,2023-04-30,15:00,Serie A,Matchweek 32,Sun,Away,L,1,2,Sassuolo,0.4,1.8,43.0,10267.0,Filippo Bandinelli,4-3-1-2,Federico Dionisi,Match Report,,7.0,1.0,18.1,1.0,0,0,2022,Empoli
33,2023-05-04,20:45,Serie A,Matchweek 33,Thu,Home,W,3,1,Bologna,1.0,2.0,28.0,8349.0,Sebastiano Luperto,4-3-1-2,Federico La Penna,Match Report,,13.0,3.0,20.4,1.0,0,0,2022,Empoli
34,2023-05-08,18:30,Serie A,Matchweek 34,Mon,Home,W,2,1,Salernitana,1.8,0.7,49.0,10760.0,Sebastiano Luperto,4-2-3-1,Manuel Volpi,Match Report,,11.0,4.0,11.6,0.0,0,0,2022,Empoli
35,2023-05-15,20:45,Serie A,Matchweek 35,Mon,Away,D,1,1,Sampdoria,1.6,1.3,58.0,16867.0,Sebastiano Luperto,4-2-3-1,Ermanno Feliciani,Match Report,,17.0,4.0,16.6,0.0,0,0,2022,Empoli
36,2023-05-22,20:45,Serie A,Matchweek 36,Mon,Home,W,4,1,Juventus,2.7,1.8,39.0,15519.0,Filippo Bandinelli,4-2-3-1,Giovanni Ayroldi,Match Report,,13.0,6.0,15.0,0.0,1,1,2022,Empoli
37,2023-05-28,12:30,Serie A,Matchweek 37,Sun,Away,D,1,1,Hellas Verona,1.2,1.0,62.0,22831.0,Sebastiano Luperto,4-2-3-1,Daniele Chiffi,Match Report,,13.0,3.0,15.9,1.0,0,0,2022,Empoli
38,2023-06-03,21:00,Serie A,Matchweek 38,Sat,Home,L,0,2,Lazio,0.2,1.6,47.0,11545.0,Filippo Bandinelli,4-2-3-1,Luca Massimi,Match Report,,7.0,1.0,20.3,0.0,0,0,2022,Empoli
